avg_score	original_tax_id	orig_organism	pref_name	chembl_id	journal	year	volume	issue	first_page	last_page	pubmed_id	doi	title	authors
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	5	1697	1702	18299415	10.1128/aac.01211-07	Comparison of the in vitro efficacies of moxifloxacin and amoxicillin against Listeria monocytogenes.	Grayo S, Join-Lambert O, Desroches MC, Le Monnier A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	5	1806	1811	18316518	10.1128/aac.01381-07	The Lys234Arg substitution in the enzyme SHV-72 is a determinant for resistance to clavulanic acid inhibition.	Mendonça N, Manageiro V, Robin F, Salgado MJ, Ferreira E, Caniça M, Bonnet R.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	5	1880	1883	18347113	10.1128/aac.00936-07	Comparison of the efficacies of oral beta-lactams in selection of Haemophilus influenzae transformants with mutated ftsI genes.	Takahata S, Kato Y, Sanbongi Y, Maebashi K, Ida T.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	5	1897	1898	18316524	10.1128/aac.01525-07	Biochemical characterization of SHV-55, an extended-spectrum class A beta-lactamase from Klebsiella pneumoniae.	Mendonça N, Manageiro V, Bonnet R, Caniça M.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	6	1952	1956	18362192	10.1128/aac.01463-07	Characterization of a naturally occurring class D beta-lactamase from Achromobacter xylosoxidans.	Doi Y, Poirel L, Paterson DL, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	6	2279	2282	18362189	10.1128/aac.01620-07	Antistreptococcal activity of AR-709 compared to that of other agents.	Smith K, Ednie LM, Appelbaum PC, Hawser S, Lociuro S.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	7	2407	2414	18443129	10.1128/aac.00214-08	Low beta-lactamase-negative ampicillin-resistant Haemophilus influenzae strains are best detected by testing amoxicillin susceptibility by the broth microdilution method.	García-Cobos S, Campos J, Román F, Carrera C, Pérez-Vázquez M, Aracil B, Oteo J.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	7	2573	2580	18443121	10.1128/aac.00393-08	Acquisition of a plasmid-borne blaOXA-58 gene with an upstream IS1008 insertion conferring a high level of carbapenem resistance to Acinetobacter baumannii.	Chen TL, Wu RC, Shaio MF, Fung CP, Cho WL.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	7	2639	2643	18443117	10.1128/aac.00310-08	Prevalence of serotype 19A Streptococcus pneumoniae among isolates from U.S. children in 2005-2006 and activity of faropenem.	Critchley IA, Jacobs MR, Brown SD, Traczewski MM, Tillotson GS, Janjic N.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	7	2663	2666	18426902	10.1128/aac.01326-07	In vitro antibacterial activity of CE-156811, a novel analog derived from hygromycin A.	Stone GG, Girard D, Finegan S, Duignan J, Schafer J, Maloney M, Zaniewski RP, Brickner SJ, Wade SK, Le PT, Huband MD.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	7	2686	2690	18474575	10.1128/aac.00081-08	Resistance trends of the Bacteroides fragilis group over a 10-year period, 1997 to 2006, in Madrid, Spain.	Betriu C, Culebras E, Gómez M, López F, Rodríguez-Avial I, Picazo JJ.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	8	2950	2954	18519712	10.1128/aac.01672-07	Spread of OXA-48-positive carbapenem-resistant Klebsiella pneumoniae isolates in Istanbul, Turkey.	Carrër A, Poirel L, Eraksoy H, Cagatay AA, Badur S, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	8	2977	2979	18519714	10.1128/aac.00175-08	VIM-15 and VIM-16, two new VIM-2-like metallo-beta-lactamases in Pseudomonas aeruginosa isolates from Bulgaria and Germany.	Schneider I, Keuleyan E, Rasshofer R, Markovska R, Queenan AM, Bauernfeind A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	8	2984	2987	18490506	10.1128/aac.01634-07	bla(IMP-4) in different genetic contexts in Enterobacteriaceae isolates from Australia.	Espedido BA, Partridge SR, Iredell JR.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	9	3161	3168	18625771	10.1128/aac.00355-08	Increasing trends in antimicrobial resistance among clinically important anaerobes and Bacteroides fragilis isolates causing nosocomial infections: emerging resistance to carbapenems.	Liu CY, Huang YT, Liao CH, Yen LC, Lin HY, Hsueh PR.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	9	3210	3215	18573932	10.1128/aac.00177-08	Rapid eradication of Listeria monocytogenes by moxifloxacin in a murine model of central nervous system listeriosis.	Grayo S, Lott-Desroches MC, Dussurget O, Respaud R, Fontanet A, Join-Lambert O, Singlas E, Le Monnier A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	9	3244	3252	18591273	10.1128/aac.00063-08	Bloodstream infections caused by extended-spectrum-beta-lactamase- producing Escherichia coli: risk factors for inadequate initial antimicrobial therapy.	Tumbarello M, Sali M, Trecarichi EM, Leone F, Rossi M, Fiori B, De Pascale G, D'Inzeo T, Sanguinetti M, Fadda G, Cauda R, Spanu T.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	9	3461	3462	18644966	10.1128/aac.00770-08	Expanded-spectrum beta-lactamase PER-1 in an environmental Aeromonas media isolate from Switzerland.	Picão RC, Poirel L, Demarta A, Petrini O, Corvaglia AR, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2008	52	9	3463	3464	18644970	10.1128/aac.00543-08	Plasmid-encoded carbapenem-hydrolyzing beta-lactamase OXA-48 in an imipenem-susceptible Klebsiella pneumoniae strain from Belgium.	Cuzon G, Naas T, Bogaerts P, Glupczynski Y, Huang TD, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Bioorg. Med. Chem.	2009	17	19	6983	6992	19734051	10.1016/j.bmc.2009.08.022	Computational modeling of novel inhibitors targeting the Akt pleckstrin homology domain.	Du-Cuny L, Song Z, Moses S, Powis G, Mash EA, Meuillet EJ, Zhang S.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Eur. J. Med. Chem.	2009	44	1	239	250	18403059	10.1016/j.ejmech.2008.02.021	2-[2-Substituted-3-(3,4-dichlorobenzylamino)propylamino]-1H-quinolin-4-ones as Staphylococcus aureus methionyl-tRNA synthetase inhibitors.	Farhanullah, Kang T, Yoon EJ, Choi EC, Kim S, Lee J.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Eur. J. Med. Chem.	2009	44	11	4455	4460	19586686	10.1016/j.ejmech.2009.06.004	Prediction of volume of distribution values in human using immobilized artificial membrane partitioning coefficients, the fraction of compound ionized and plasma protein binding data.	Sui X, Sun J, Li H, Wang Y, Liu J, Liu X, Zhang W, Chen L, He Z.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Eur. J. Med. Chem.	2009	44	12	4985	4997	19782439	10.1016/j.ejmech.2009.09.002	Stereoselective synthesis and antimicrobial activity of benzofuran-based (1E)-1-(piperidin-1-yl)-N2-arylamidrazones.	Abdel-Aziz HA, Mekawey AA.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Eur. J. Med. Chem.	2009	44	5	2270	2274	18715679	10.1016/j.ejmech.2008.06.008	Synthesis, spectral studies and in vitro antibacterial activity of steroidal thiosemicarbazone and their palladium (Pd (II)) complexes.	Khan SA, Yusuf M.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Eur. J. Med. Chem.	2009	44	6	2597	2600	19211172	10.1016/j.ejmech.2008.09.004	Synthesis and biological evaluation of some thiazolidinone derivatives of steroid as antibacterial agents.	Khan SA, Asiri AM, Yusuf M.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Eur. J. Med. Chem.	2009	44	6	2632	2635	18995932	10.1016/j.ejmech.2008.09.029	Synthesis and antimicrobial evaluation of 1-(benzofuran-2-yl)-4-nitro-3-arylbutan-1-ones and 3-(benzofuran-2-yl)-4,5-dihydro-5-aryl-1-[4-(aryl)-1,3-thiazol-2-yl]-1H-pyrazoles.	Abdel-Wahab BF, Abdel-Aziz HA, Ahmed EM.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Eur. J. Med. Chem.	2009	44	9	3637	3644	19321238	10.1016/j.ejmech.2009.02.020	Convenient synthesis and antimicrobial evaluation of some novel 2-substituted-3-methylbenzofuran derivatives.	Abdel-Aziz HA, Mekawey AA, Dawood KM.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	J. Med. Chem.	2009	52	15	4844	4852	19445515	10.1021/jm900403j	Physicochemical determinants of human renal clearance.	Varma MV, Feng B, Obach RS, Troutman MD, Chupka J, Miller HR, El-Kattan A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	J. Med. Chem.	2009	52	19	5926	5936	19746934	10.1021/jm900625q	Discovery of new inhibitors of resistant Streptococcus pneumoniae penicillin binding protein (PBP) 2x by structure-based virtual screening.	Miguet L, Zervosen A, Gerards T, Pasha FA, Luxen A, Distèche-Nguyen M, Thomas A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	242	248	18981261	10.1128/aac.00642-08	Sec- and Tat-dependent translocation of beta-lactamases across the Escherichia coli inner membrane.	Pradel N, Delmas J, Wu LF, Santini CL, Bonnet R.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	267	270	18955529	10.1128/aac.00402-08	Genotypic versus phenotypic characterization, with respect to beta-lactam susceptibility, of Haemophilus influenzae isolates exhibiting decreased susceptibility to beta-lactam resistance markers.	Sevillano D, Giménez MJ, Cercenado E, Cafini F, Gené A, Alou L, Marco F, Martínez-Martínez L, Coronel P, Aguilar L.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	277	280	19001114	10.1128/aac.00912-08	Relative strengths of the class 1 integron promoter hybrid 2 and the combinations of strong and hybrid 1 with an active p2 promoter.	Papagiannitsis CC, Tzouvelekis LS, Miriagou V.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	287	291	19001116	10.1128/aac.00746-08	Nationwide survey of CTX-M-type extended-spectrum beta-lactamases among Klebsiella pneumoniae isolates in Slovenian hospitals.	Mesko Meglic K, Koren S, Palepou MF, Karisik E, Livermore DM, Pike R, Andlovic A, Jeverica S, Krizan-Hergouth V, Müller-Premru M, Seme K, Slovenian ESBL Study Group, Woodford N.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	298	302	19015361	10.1128/aac.00657-08	Klebsiella pneumoniae OmpA confers resistance to antimicrobial peptides.	Llobet E, March C, Giménez P, Bengoechea JA.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	323	326	19001118	10.1128/aac.00608-08	Role of the Ser-287-Asn replacement in the hydrolysis spectrum extension of AmpC beta-lactamases in Escherichia coli.	Mammeri H, Galleni M, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	327	328	19001117	10.1128/aac.00896-08	Detection of the pandemic O25-ST131 human virulent Escherichia coli CTX-M-15-producing clone harboring the qnrB2 and aac(6')-Ib-cr genes in a dog.	Pomba C, da Fonseca JD, Baptista BC, Correia JD, Martínez-Martínez L.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	69	74	18955524	10.1128/aac.00227-08	Novel chimeric beta-lactamase CTX-M-64, a hybrid of CTX-M-15-like and CTX-M-14 beta-lactamases, found in a Shigella sonnei strain resistant to various oxyimino-cephalosporins, including ceftazidime.	Nagano Y, Nagano N, Wachino J, Ishikawa K, Arakawa Y.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	1	75	80	18955527	10.1128/aac.00636-08	Microanalysis of beta-lactam antibiotics and vancomycin in plasma for pharmacokinetic studies in neonates.	Ahsman MJ, Wildschut ED, Tibboel D, Mathot RA.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	10	4225	4230	19651910	10.1128/aac.00192-09	Antimicrobial activities of piperacillin-tazobactam against Haemophilus influenzae isolates, including beta-lactamase-negative ampicillin-resistant and beta-lactamase-positive amoxicillin-clavulanate-resistant isolates, and mutations in their quinolone resistance-determining regions.	Hirakata Y, Ohmori K, Mikuriya M, Saika T, Matsuzaki K, Hasegawa M, Hatta M, Yamamoto N, Kunishima H, Yano H, Kitagawa M, Arai K, Kawakami K, Kobayashi I, Jones RN, Kohno S, Yamaguchi K, Kaku M.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	10	4320	4326	19651915	10.1128/aac.01607-08	IND-6, a highly divergent IND-type metallo-beta-lactamase from Chryseobacterium indologenes strain 597 isolated in Burkina Faso.	Zeba B, De Luca F, Dubus A, Delmarcelle M, Simporé J, Nacoulma OG, Rossolini GM, Frère JM, Docquier JD.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	10	4472	4482	19687243	10.1128/aac.00688-09	Complete nucleotide sequences of plasmids pEK204, pEK499, and pEK516, encoding CTX-M enzymes in three major Escherichia coli lineages from the United Kingdom, all belonging to the international O25:H4-ST131 clone.	Woodford N, Carattoli A, Karisik E, Underwood A, Ellington MJ, Livermore DM.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	10	4518	4521	19620330	10.1128/aac.00461-09	New variant of CTX-M-type extended-spectrum beta-lactamases, CTX-M-71, with a Gly238Cys substitution in a Klebsiella pneumoniae isolate from Bulgaria.	Schneider I, Queenan AM, Markovska R, Markova B, Keuleyan E, Bauernfeind A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	10	4565	4567	19620323	10.1128/aac.00436-09	Emergence of Klebsiella pneumoniae ST258 with KPC-2 in Poland.	Baraniak A, Izdebski R, Herda M, Fiett J, Hryniewicz W, Gniadkowski M, Kern-Zdanowicz I, Filczak K, ¿opaciuk U.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	11	4762	4771	19738026	10.1128/aac.00952-09	Comparative in vitro activity profile of oritavancin against recent gram-positive clinical isolates.	Arhin FF, Draghi DC, Pillar CM, Parr TR, Moeck G, Sahm DF.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	11	4955	4956	19687235	10.1128/aac.00547-09	TEM-168, a heretofore laboratory-derived TEM beta-lactamase variant found in an Escherichia coli clinical isolate.	Mulvey MR, Boyd DA.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	12	5035	5038	19770279	10.1128/aac.00856-09	OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii.	Higgins PG, Poirel L, Lehmann M, Nordmann P, Seifert H.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	2	552	556	19015339	10.1128/aac.01324-08	In vitro evaluation of the antimicrobial activity of ceftaroline against cephalosporin-resistant isolates of Streptococcus pneumoniae.	McGee L, Biek D, Ge Y, Klugman M, du Plessis M, Smith AM, Beall B, Whitney CG, Klugman KP.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	2	843	844	19015330	10.1128/aac.00999-08	Codetection of blaOXA-23-like gene (blaOXA-133) and blaOXA-58 in Acinetobacter radioresistens: report from the SENTRY antimicrobial surveillance program.	Mendes RE, Bell JM, Turnidge JD, Castanheira M, Deshpande LM, Jones RN.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	2	845	846	19029319	10.1128/aac.01312-08	IncA/C plasmid-mediated florfenicol resistance in the catfish pathogen Edwardsiella ictaluri.	Welch TJ, Evenhuis J, White DG, McDermott PF, Harbottle H, Miller RA, Griffin M, Wise D.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	3	1256	1259	19104021	10.1128/aac.01284-08	CMY-31 and CMY-36 cephalosporinases encoded by ColE1-like plasmids.	Zioga A, Whichard JM, Kotsakis SD, Tzouvelekis LS, Tzelepi E, Miriagou V.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	3	1278	1280	19124661	10.1128/aac.01519-08	Oral and parenteral therapeutic options for outpatient urinary infections caused by enterobacteriaceae producing CTX-M extended-spectrum beta-lactamases.	Prakash V, Lewis JS, Herrera ML, Wickes BL, Jorgensen JH.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	3	1281	1284	19075048	10.1128/aac.01247-08	In vitro susceptibility of Borrelia spielmanii to antimicrobial agents commonly used for treatment of Lyme disease.	Morgenstern K, Baljer G, Norris DE, Kraiczy P, Hanssen-Hübner C, Hunfeld KP.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	3	876	882	19075063	10.1128/aac.00946-08	Naturally occurring Class A ss-lactamases from the Burkholderia cepacia complex.	Poirel L, Rodriguez-Martinez JM, Plésiat P, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	3	977	986	19075050	10.1128/aac.01155-08	Pyrosequencing using the single-nucleotide polymorphism protocol for rapid determination of TEM- and SHV-type extended-spectrum beta-lactamases in clinical isolates and identification of the novel beta-lactamase genes blaSHV-48, blaSHV-105, and blaTEM-155.	Jones CH, Ruzin A, Tuckman M, Visalli MA, Petersen PJ, Bradford PA.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	4	1592	1597	19204190	10.1128/aac.01242-08	Antimicrobial activity of curcumin against Helicobacter pylori isolates from India and during infections in mice.	De R, Kundu P, Swarnakar S, Ramamurthy T, Chowdhury A, Nair GB, Mukhopadhyay AK.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	4	1630	1635	19188377	10.1128/aac.01431-08	blaCTX-M genes in escherichia coli strains from Croatian Hospitals are located in new (blaCTX-M-3a) and widely spread (blaCTX-M-3a and blaCTX-M-15) genetic structures.	Literacka E, Bedenic B, Baraniak A, Fiett J, Tonkic M, Jajic-Bencic I, Gniadkowski M.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	4	1667	1669	19188384	10.1128/aac.00692-08	Contribution of the autolysin AtlA to the bactericidal activity of amoxicillin against Enterococcus faecalis JH2-2.	Bravetti AL, Mesnage S, Lefort A, Chau F, Eckert C, Garry L, Arthur M, Fantin B.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	4	1720	1721	19188389	10.1128/aac.00049-09	Sitafloxacin and garenoxacin may overcome the antibiotic resistance of Helicobacter pylori with gyrA mutation.	Suzuki H, Nishizawa T, Muraoka H, Hibi T.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	5	1766	1771	19258272	10.1128/aac.01410-08	Extended-spectrum cephalosporinases in Pseudomonas aeruginosa.	Rodríguez-Martínez JM, Poirel L, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	5	1944	1951	19273683	10.1128/aac.01581-08	Novel plasmid-encoded ceftazidime-hydrolyzing CTX-M-53 extended-spectrum beta-lactamase from Salmonella enterica serotypes Westhampton and Senftenberg.	Doublet B, Granier SA, Robin F, Bonnet R, Fabre L, Brisabois A, Cloeckaert A, Weill FX.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	5	2163	2170	19223615	10.1128/aac.01557-08	Antianaerobic activity of sulopenem compared to six other agents.	Ednie LM, Appelbaum PC.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	5	2176	2180	19237649	10.1128/aac.01566-08	Binding of faropenem and other beta-lactam agents to penicillin-binding proteins of pneumococci with various beta-lactam susceptibilities.	Kosowska-Shick K, McGhee P, Appelbaum PC.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	6	2239	2247	19307366	10.1128/aac.01531-08	Comparative antipneumococcal activities of sulopenem and other drugs.	Kosowska-Shick K, Ednie LM, McGhee P, Appelbaum PC.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	6	2492	2498	19332679	10.1128/aac.00033-09	Integron mobilization unit as a source of mobility of antibiotic resistance genes.	Poirel L, Carrër A, Pitout JD, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	6	2539	2543	19364876	10.1128/aac.00061-09	Molecular characteristics of travel-related extended-spectrum-beta-lactamase-producing Escherichia coli isolates from the Calgary Health Region.	Pitout JD, Campbell L, Church DL, Gregson DB, Laupland KB.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	6	2650	2653	19332682	10.1128/aac.01716-08	Capsular type and antibiotic resistance in Streptococcus agalactiae isolates from patients, ranging from newborns to the elderly, with invasive infections.	Murayama SY, Seki C, Sakata H, Sunaoshi K, Nakayama E, Iwata S, Sunakawa K, Ubukata K, Invasive Streptococcal Disease Working Group.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	6	2663	2666	19332673	10.1128/aac.00046-09	Antibiotic susceptibility of Waddlia chondrophila in Acanthamoeba castellanii amoebae.	Goy G, Greub G.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	7	3010	3016	19380596	10.1128/aac.01164-08	Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii.	Potron A, Poirel L, Croizé J, Chanteperdrix V, Nordmann P.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	8	3357	3364	19506058	10.1128/aac.01655-08	Beta-lactamase-mediated beta-lactam resistance in Campylobacter species: prevalence of Cj0299 (bla OXA-61) and evidence for a novel beta-Lactamase in C. jejuni.	Griggs DJ, Peake L, Johnson MM, Ghori S, Mott A, Piddock LJ.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	8	3399	3404	19528282	10.1128/aac.01522-08	Multiresistance in Pasteurella multocida is mediated by coexistence of small plasmids.	San Millan A, Escudero JA, Gutierrez B, Hidalgo L, Garcia N, Llagostera M, Dominguez L, Gonzalez-Zorn B.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	8	3520	3523	19470510	10.1128/aac.00219-09	Extended-spectrum properties of CMY-30, a Val211Gly mutant of CMY-2 cephalosporinase.	Kotsakis SD, Papagiannitsis CC, Tzelepi E, Tzouvelekis LS, Miriagou V.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	9	3777	3781	19596876	10.1128/aac.00026-09	In vivo characterization of the peptide deformylase inhibitor LBM415 in murine infection models.	Osborne CS, Neckermann G, Fischer E, Pecanka R, Yu D, Manni K, Goldovitz J, Amaral K, Dzink-Fox J, Ryder NS.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Antimicrob. Agents Chemother.	2009	53	9	4028	4031	19581456	10.1128/aac.00457-09	Evaluation of analogs of reutericyclin as prospective candidates for treatment of staphylococcal skin infections.	Hurdle JG, Yendapally R, Sun D, Lee RE.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Bioorg. Med. Chem.	2010	18	19	7078	7084	20810286	10.1016/j.bmc.2010.08.003	QSAR-based solubility model for drug-like compounds.	Gozalbes R, Pineda-Lucena A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Bioorg. Med. Chem.	2010	18	9	3053	3058	20382539	10.1016/j.bmc.2010.03.045	Azetidinone-isothiazolidinones: stereoselective synthesis and antibacterial evaluation of new monocyclic beta-lactams.	Ceri¿ H, Sindler-Kulyk M, Kovacevi¿ M, Peri¿ M, Zivkovi¿ A.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Med Chem Res	2010	19	2	193	209		10.1007/s00044-009-9184-x	Design and synthesis of 2-quinolones as antioxidants and antimicrobials: a rational approach	Jayashree BS, Thomas S, Nayak Y
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Med Chem Res	2010	19	6	576	588		10.1007/s00044-009-9214-8	Synthesis and biological activity of new cycloalkylthiophene-Schiff bases and their Cr(III) and Zn(II) complexes	Altundas A, Sar N, Colak N, Ogutcu H
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Bioorg. Med. Chem. Lett.	2010	20	15	4635	4638	20576430	10.1016/j.bmcl.2010.05.110	Propenylamide and propenylsulfonamide cephalosporins as a novel class of anti-MRSA beta-lactams.	Pohlmann J, Vasilevich NI, Glushkov AI, Kellenberger L, Shapiro S, Caspers P, Page MG, Danel F.
962.7500000000000000	2	Bacteria	AMOXICILLIN	CHEMBL1082	Bioorg. Med. Chem. Lett.	2010	20	18	5462	5465	20705463	10.1016/j.bmcl.2010.07.094	Identification of 3',4',5'-trimethoxychalcone analogues as potent inhibitors of Helicobacter pylori-induced inflammation in human gastric epithelial cells.	Lai CH, Rao YK, Fang SH, Sing YT, Tzeng YM.
